S1	S2	Pdb	Substance
611	6854	BCAR1	SYK
611	13007	BCAR1	CISPLATIN
611	4684	BCAR1	NRP1
611	2217	BCAR1	ERBB2
611	5672	BCAR1	RAC1
611	7939	BCAR1	MAPK
611	1583	BCAR1	CSE1L
611	2841	BCAR1	GRB2
611	13393	BCAR1	ESTROGEN
612	6271	BCAS1	SET
612	612	BCAS1	BCAS1
612	945	BCAS1	CAV2
612	2160	BCAS1	EMP3
612	3141	BCAS1	HPN
612	3219	BCAS1	ID3
612	4166	BCAS1	MLH1
612	1566	BCAS1	CRP
612	5549	BCAS1	PTPN1
613	6271	BCAS2	SET
613	613	BCAS2	BCAS2
613	13393	BCAS2	ESTROGEN
613	667	BCAS2	BLK
614	6271	BCAT2	SET
614	4288	BCAT2	MTOR
614	557	BCAT2	AXIN2
614	1864	BCAT2	DLL1
614	3762	BCAT2	LFNG
614	7712	BCAT2	WNT3A
614	614	BCAT2	BCAT2
614	13561	BCAT2	GABAPENTIN
615	6271	BCCIP	SET
616	616	BCHE	BCHE
616	2645	BCHE	GC
616	5831	BCHE	REST
616	6271	BCHE	SET
616	51	BCHE	ACHE
616	4120	BCHE	MET
616	13507	BCHE	FLUORIDE
616	5369	BCHE	PRCC
616	7922	BCHE	BLOOD-BRAIN
616	7927	BCHE	HUPERZINE
616	797	BCHE	C2
617	2962	BCKDHB	HBE1
617	6271	BCKDHB	SET
617	617	BCKDHB	BCKDHB
617	898	BCKDHB	CAMP
617	7948	BCKDHB	HEPATOCYTES
618	618	BCL10	BCL10
618	3934	BCL10	MALT1
618	2068	BCL10	EGF
618	2069	BCL10	EGFR
618	4200	BCL10	MMP9
618	7252	BCL10	TP73
618	7278	BCL10	TRAF3
618	7284	BCL10	TRAF6
618	922	BCL10	CARD9
618	6854	BCL10	SYK
618	2312	BCL10	FADD
618	7275	BCL10	TRADD
618	7277	BCL10	TRAF2
618	7162	BCL10	TNF
618	1116	BCL10	CD86
618	7223	BCL10	TOLLIP
618	7944	BCL10	INTERLEUKIN
618	7118	BCL10	TLR4
618	846	BCL10	CA3
618	1734	BCL10	DAXX
618	7939	BCL10	MAPK
619	6271	BCL11A	SET
619	619	BCL11A	BCL11A
619	2725	BCL11A	GLP2R
619	5820	BCL11A	REL
619	3217	BCL11A	ID1
619	5465	BCL11A	PSD
619	2022	BCL11A	EBF1
619	4881	BCL11A	PAX5
619	630	BCL11A	BCL6
619	6834	BCL11A	SUMO1
619	3127	BCL11A	HOXA9
619	4110	BCL11A	MEIS1
620	620	BCL11B	BCL11B
620	1843	BCL11B	DISC1
620	2719	BCL11B	GLI3
620	1092	BCL11B	CD4
620	14042	BCL11B	METFORMIN
620	5906	BCL11B	RIT1
620	6392	BCL11B	SIRT1
620	3217	BCL11B	ID1
620	5952	BCL11B	ROBO1
620	6691	BCL11B	SRGAP1
620	6957	BCL11B	TBR1
620	6846	BCL11B	SUV39H1
620	2645	BCL11B	GC
620	619	BCL11B	BCL11A
620	5820	BCL11B	REL
621	317	BCL2	APAF1
621	3211	BCL2	ICAM1
621	4324	BCL2	MYC
621	2876	BCL2	GRN
621	3636	BCL2	KIT
621	4154	BCL2	MITF
621	7015	BCL2	TFAP2A
621	621	BCL2	BCL2
621	4603	BCL2	NOTCH1
621	600	BCL2	BAX
621	6271	BCL2	SET
621	660	BCL2	BIK
621	13393	BCL2	ESTROGEN
621	7944	BCL2	INTERLEUKIN
621	6622	BCL2	SP1
621	2349	BCL2	FAS
621	696	BCL2	BNIPL
621	1140	BCL2	CDC42
621	573	BCL2	BAD
621	7946	BCL2	IL-3
621	7770	BCL2	YWHAZ
621	622	BCL2	BCL2A1
621	5521	BCL2	PTEN
621	7940	BCL2	AKT
622	3742	BCL2A1	LCK
622	600	BCL2A1	BAX
622	4050	BCL2A1	MCL1
622	621	BCL2A1	BCL2
622	622	BCL2A1	BCL2A1
622	4288	BCL2A1	MTOR
622	3062	BCL2A1	HLA-A
622	7162	BCL2A1	TNF
622	501	BCL2A1	ATM
622	659	BCL2A1	BID
622	573	BCL2A1	BAD
622	675	BCL2A1	BMF
622	694	BCL2A1	BNIP3
622	698	BCL2A1	BOK
622	660	BCL2A1	BIK
622	15171	BCL2A1	VINBLASTINE
622	6271	BCL2A1	SET
623	2634	BCL2L1	GATA4
623	623	BCL2L1	BCL2L1
624	573	BCL2L10	BAD
624	600	BCL2L10	BAX
624	675	BCL2L10	BMF
624	694	BCL2L10	BNIP3
624	6271	BCL2L10	SET
624	624	BCL2L10	BCL2L10
625	6271	BCL2L11	SET
625	7316	BCL2L11	TRIM2
625	7939	BCL2L11	MAPK
625	482	BCL2L11	ATF2
625	573	BCL2L11	BAD
625	600	BCL2L11	BAX
625	659	BCL2L11	BID
625	625	BCL2L11	BCL2L11
625	675	BCL2L11	BMF
625	1710	BCL2L11	CYP2C9
625	3016	BCL2L11	HHEX
625	6831	BCL2L11	SULT2A1
625	7946	BCL2L11	IL-3
626	6271	BCL2L13	SET
626	626	BCL2L13	BCL2L13
626	2066	BCL2L13	EFS
626	942	BCL2L13	CAT
626	5831	BCL2L13	REST
626	7162	BCL2L13	TNF
626	2026	BCL2L13	ECD
627	6271	BCL2L14	SET
627	2356	BCL2L14	FAU
627	11264	BCL2L14	NARCOLEPSY
627	600	BCL2L14	BAX
627	2259	BCL2L14	ETV6
627	7162	BCL2L14	TNF
627	2645	BCL2L14	GC
627	5831	BCL2L14	REST
628	6271	BCL2L2	SET
628	621	BCL2L2	BCL2
628	600	BCL2L2	BAX
628	4496	BCL2L2	NEUROD6
628	13393	BCL2L2	ESTROGEN
628	573	BCL2L2	BAD
628	4531	BCL2L2	NGF
628	698	BCL2L2	BOK
628	659	BCL2L2	BID
628	628	BCL2L2	BCL2L2
628	2645	BCL2L2	GC
628	5831	BCL2L2	REST
628	4104	BCL2L2	MEF2D
628	676	BCL2L2	BMI1
628	1093	BCL2L2	CD40
629	629	BCL3	BCL3
629	591	BCL3	BARD1
629	7940	BCL3	AKT
629	4200	BCL3	MMP9
629	7252	BCL3	TP73
629	1619	BCL3	CTBP1
629	6758	BCL3	STAT3
629	5820	BCL3	REL
629	271	BCL3	ANKRD1
629	1673	BCL3	CXCL10
629	2115	BCL3	EIF4EBP1
629	2378	BCL3	FBXO32
629	4517	BCL3	NFKB1
629	7172	BCL3	TNFRSF12A
629	7337	BCL3	TRIM63
629	993	BCL3	CCKAR
629	994	BCL3	CCKBR
629	1948	BCL3	DRD4
629	1949	BCL3	DRD5
629	1703	BCL3	CYLD
629	7277	BCL3	TRAF2
629	2984	BCL3	HDAC6
629	6271	BCL3	SET
629	1222	BCL3	CEACAM1
630	6271	BCL6	SET
630	2645	BCL6	GC
630	630	BCL6	BCL6
630	1685	BCL6	CXCR5
630	3216	BCL6	ICOS
630	7053	BCL6	TH
630	3245	BCL6	IFNG
630	6589	BCL6	SOCS1
630	1093	BCL6	CD40
630	2349	BCL6	FAS
630	3492	BCL6	JUNB
630	898	BCL6	CAMP
630	5869	BCL6	RGS4
630	7939	BCL6	MAPK
630	6590	BCL6	SOCS2
630	7946	BCL6	IL-3
630	810	BCL6	C3
630	1585	BCL6	CSF1R
630	5878	BCL6	RHO
630	5879	BCL6	RHOA
630	6762	BCL6	STAT6
630	4603	BCL6	NOTCH1
630	5118	BCL6	PITX2
630	2987	BCL6	HDAC9
630	635	BCL6	BCOR
630	14957	BCL6	THYROID
630	4200	BCL6	MMP9
630	7252	BCL6	TP73
630	5371	BCL6	PRDM1
631	3218	BCL6B	ID2
631	3219	BCL6B	ID3
631	2817	BCL6B	GPR125
631	2669	BCL6B	GDNF
631	3775	BCL6B	LHX1
631	6684	BCL6B	SRC
631	7940	BCL6B	AKT
631	630	BCL6B	BCL6
631	1092	BCL6B	CD4
631	3742	BCL6B	LCK
631	957	BCL6B	CBS
631	6271	BCL6B	SET
632	632	BCL7A	BCL7A
632	4324	BCL7A	MYC
632	6271	BCL7A	SET
632	3291	BCL7A	IL10
632	3347	BCL7A	IL6
632	7186	BCL7A	TNFSF10
632	625	BCL7A	BCL2L11
632	2645	BCL7A	GC
632	5831	BCL7A	REST
632	501	BCL7A	ATM
632	534	BCL7A	ATR
633	6271	BCL9	SET
633	633	BCL9	BCL9
633	5607	BCL9	PYGO1
633	5608	BCL9	PYGO2
633	689	BCL9	BMPR2
633	6326	BCL9	SH2B3
633	6502	BCL9	SMARCA4
633	433	BCL9	ARNT
633	501	BCL9	ATM
633	534	BCL9	ATR
634	6271	BCLAF1	SET
634	634	BCLAF1	BCLAF1
634	6392	BCLAF1	SIRT1
634	621	BCLAF1	BCL2
634	600	BCLAF1	BAX
634	7244	BCLAF1	TP53
634	2349	BCLAF1	FAS
634	3063	BCLAF1	HLA-B
634	4317	BCLAF1	MYB
634	5372	BCLAF1	PRDM16
634	9729	BCLAF1	OBESITY
634	5465	BCLAF1	PSD
635	635	BCOR	BCOR
635	2645	BCOR	GC
635	5831	BCOR	REST
635	630	BCOR	BCL6
635	6408	BCOR	SKP1
635	4168	BCOR	MLL
635	6271	BCOR	SET
635	4214	BCOR	MOS
635	6622	BCOR	SP1
635	5521	BCOR	PTEN
635	6360	BCOR	SHH
635	3218	BCOR	ID2
635	3219	BCOR	ID3
636	636	BCR	BCR
636	6622	BCR	SP1
637	637	BCS1L	BCS1L
637	2645	BCS1L	GC
637	5831	BCS1L	REST
637	2068	BCS1L	EGF
637	2420	BCS1L	FES
637	6271	BCS1L	SET
638	6271	BDKRB2	SET
638	3147	BDKRB2	HR
638	898	BDKRB2	CAMP
638	7945	BDKRB2	IL-6
638	3425	BDKRB2	ITCH
638	4253	BDKRB2	MSN
638	2069	BDKRB2	EGFR
640	6271	BDP1	SET
640	5554	BDP1	PTPN18
640	640	BDP1	BDP1
640	2575	BDP1	GAB1
640	1593	BDP1	CSK
640	6684	BDP1	SRC
640	5521	BDP1	PTEN
640	6955	BDP1	TBP
640	6521	BDP1	SMN1
640	10071	BDP1	RETINOBLASTOMA
640	7944	BDP1	INTERLEUKIN
640	2645	BDP1	GC
640	5831	BDP1	REST
640	716	BDP1	BRF1
640	2308	BDP1	F9
640	7771	BDP1	YY1
640	501	BDP1	ATM
640	534	BDP1	ATR
640	4038	BDP1	MBP
640	7265	BDP1	TPR
640	2069	BDP1	EGFR
640	228	BDP1	ALK
640	1772	BDP1	DDR1
640	2068	BDP1	EGF
641	6271	BECN1	SET
641	497	BECN1	ATG5
641	5280	BECN1	POU5F1
641	706	BECN1	BRCA1
641	9737	BECN1	NEUROBLASTOMA
641	4288	BECN1	MTOR
641	498	BECN1	ATG7
641	5059	BECN1	PI3
641	15171	BECN1	VINBLASTINE
641	2578	BECN1	GABARAP
641	241	BECN1	AMBRA1
641	7591	BECN1	UVRAG
641	3601	BECN1	KIF13A
641	7398	BECN1	TTC19
642	6271	BEGAIN	SET
642	642	BEGAIN	BEGAIN
642	1862	BEGAIN	DLK1
642	7675	BEGAIN	WARS
642	7771	BEGAIN	YY1
642	5465	BEGAIN	PSD
642	4916	BEGAIN	PCSK2
642	7274	BEGAIN	TRA2B
642	4892	BEGAIN	PC
642	501	BEGAIN	ATM
642	534	BEGAIN	ATR
643	6271	BEND5	SET
643	2645	BEND5	GC
643	5831	BEND5	REST
644	6271	BEND7	SET
644	6032	BEND7	RPS3A
644	2645	BEND7	GC
644	5831	BEND7	REST
645	2645	BET1	GC
645	6271	BET1	SET
645	645	BET1	BET1
645	1727	BET1	DAP
645	7006	BET1	TES
645	6208	BET1	SEC22B
646	6271	BET1L	SET
646	4317	BET1L	MYB
646	2645	BET1L	GC
646	5831	BET1L	REST
647	647	BEX1	BEX1
647	684	BEX1	BMP7
647	6492	BEX1	SMAD1
647	6496	BEX1	SMAD5
647	6498	BEX1	SMAD7
647	3147	BEX1	HR
647	648	BEX1	BEX2
647	898	BEX1	CAMP
647	2308	BEX1	F9
647	14945	BEX1	THEOPHYLLINE
647	13701	BEX1	IMATINIB
647	2645	BEX1	GC
647	5831	BEX1	REST
647	4531	BEX1	NGF
647	585	BEX1	BAK1
647	13270	BEX1	DOXORUBICIN
647	11163	BEX1	OLIGODENDROGLIOMA
647	4533	BEX1	NGFRAP1
647	13393	BEX1	ESTROGEN
647	14885	BEX1	TAMOXIFEN
647	3809	BEX1	LMO2
648	585	BEX2	BAK1
648	648	BEX2	BEX2
648	13270	BEX2	DOXORUBICIN
648	11163	BEX2	OLIGODENDROGLIOMA
648	647	BEX2	BEX1
648	4531	BEX2	NGF
648	4533	BEX2	NGFRAP1
648	13393	BEX2	ESTROGEN
648	14885	BEX2	TAMOXIFEN
648	3809	BEX2	LMO2
648	2645	BEX2	GC
648	5831	BEX2	REST
648	3147	BEX2	HR
649	363	BFAR	AR
649	600	BFAR	BAX
650	1447	BFSP1	COIL
650	6622	BFSP1	SP1
650	6614	BFSP1	SOX2
650	650	BFSP1	BFSP1
650	3911	BFSP1	MAF
650	6271	BFSP1	SET
651	6271	BGN	SET
651	5032	BGN	PGR
651	13393	BGN	ESTROGEN
651	2068	BGN	EGF
651	2069	BGN	EGFR
651	3147	BGN	HR
651	7940	BGN	AKT
651	2451	BGN	FGR
651	651	BGN	BGN
651	5192	BGN	PLTP
651	2645	BGN	GC
651	6622	BGN	SP1
651	1752	BGN	DCN
651	6493	BGN	SMAD2
651	1875	BGN	DMD
651	1676	BGN	CXCL13
651	2586	BGN	GABRA3
651	682	BGN	BMP4
652	5647	BHLHA15	RAB3D
652	6622	BHLHA15	SP1
652	898	BHLHA15	CAMP
652	7727	BHLHA15	XBP1
652	1218	BHLHA15	CDX2
652	7027	BHLHA15	TFF2
652	508	BHLHA15	ATP2A2
652	3218	BHLHA15	ID2
652	6614	BHLHA15	SOX2
652	6271	BHLHA15	SET
653	1905	BHLHB9	DNMT1
653	6360	BHLHB9	SHH
653	4494	BHLHB9	NEUROD1
653	6271	BHLHB9	SET
654	6792	BHLHE40	STRA13
654	2026	BHLHE40	ECD
654	4531	BHLHE40	NGF
654	2645	BHLHE40	GC
654	7625	BHLHE40	VHL
654	6271	BHLHE40	SET
654	4997	BHLHE40	PER2
654	2351	BHLHE40	FASN
654	7948	BHLHE40	HEPATOCYTES
654	7562	BHLHE40	USF2
654	2349	BHLHE40	FAS
654	4996	BHLHE40	PER1
654	1569	BHLHE40	CRY1
654	4612	BHLHE40	NPAS2
654	7629	BHLHE40	VIP
654	7631	BHLHE40	VIPR2
654	4647	BHLHE40	NR1D1
654	5963	BHLHE40	RORA
654	7083	BHLHE40	TIMELESS
654	6077	BHLHE40	RUNX1
654	4067	BHLHE40	MDM2
654	3218	BHLHE40	ID2
654	6614	BHLHE40	SOX2
654	3219	BHLHE40	ID3
655	4531	BHLHE41	NGF
655	6271	BHLHE41	SET
655	7117	BHLHE41	TLR3
655	1569	BHLHE41	CRY1
655	4612	BHLHE41	NPAS2
655	7629	BHLHE41	VIP
655	7631	BHLHE41	VIPR2
655	4647	BHLHE41	NR1D1
655	4996	BHLHE41	PER1
655	5963	BHLHE41	RORA
655	7083	BHLHE41	TIMELESS
655	689	BHLHE41	BMPR2
655	6326	BHLHE41	SH2B3
655	6502	BHLHE41	SMARCA4
655	898	BHLHE41	CAMP
655	706	BHLHE41	BRCA1
655	3492	BHLHE41	JUNB
655	7944	BHLHE41	INTERLEUKIN
655	2977	BHLHE41	HDAC1
655	6622	BHLHE41	SP1
655	6792	BHLHE41	STRA13
655	14957	BHLHE41	THYROID
656	6271	BHMT	SET
656	1523	BHMT	CPS1
656	12816	BHMT	BETAINE
656	656	BHMT	BHMT
656	4120	BHMT	MET
656	869	BHMT	CAD
656	7948	BHMT	HEPATOCYTES
656	957	BHMT	CBS
656	4922	BHMT	PCYT1A
657	6271	BICD1	SET
657	657	BICD1	BICD1
657	658	BICD1	BICD2
657	5655	BICD1	RAB6A
657	5632	BICD1	RAB27A
657	1447	BICD1	COIL
657	10071	BICD1	RETINOBLASTOMA
657	5656	BICD1	RAB6B
657	5831	BICD1	REST
657	2645	BICD1	GC
658	483	BICD2	ATF3
658	4483	BICD2	NEK8
658	4882	BICD2	PAX6
658	4498	BICD2	NEUROG2
658	5632	BICD2	RAB27A
658	5655	BICD2	RAB6A
658	658	BICD2	BICD2
658	657	BICD2	BICD1
658	6271	BICD2	SET
658	4120	BICD2	MET
659	6271	BID	SET
659	659	BID	BID
659	3425	BID	ITCH
659	2068	BID	EGF
659	621	BID	BCL2
659	7162	BID	TNF
659	534	BID	ATR
659	600	BID	BAX
659	573	BID	BAD
659	675	BID	BMF
659	694	BID	BNIP3
659	4120	BID	MET
659	7948	BID	HEPATOCYTES
659	501	BID	ATM
660	6271	BIK	SET
660	600	BIK	BAX
660	660	BIK	BIK
660	14474	BIK	POTASSIUM
660	5981	BIK	RPL11
660	4067	BIK	MDM2
660	698	BIK	BOK
660	694	BIK	BNIP3
660	675	BIK	BMF
660	573	BIK	BAD
660	5059	BIK	PI3
660	659	BIK	BID
660	497	BIK	ATG5
660	5831	BIK	REST
660	667	BIK	BLK
660	6688	BIK	SREBF2
660	13393	BIK	ESTROGEN
661	4324	BIN1	MYC
661	6684	BIN1	SRC
661	1192	BIN1	CDK5
661	661	BIN1	BIN1
661	6271	BIN1	SET
661	1082	BIN1	CD2AP
661	4116	BIN1	MEP1B
661	325	BIN1	APC
661	4867	BIN1	PARP1
661	1530	BIN1	CR1
661	1405	BIN1	CLU
661	13393	BIN1	ESTROGEN
661	2841	BIN1	GRB2
661	5672	BIN1	RAC1
661	2190	BIN1	EPHA1
661	2010	BIN1	E2F1
661	1902	BIN1	DNM2
661	7006	BIN1	TES
661	5068	BIN1	PICALM
662	7036	BIRC2	TG
662	7944	BIRC2	INTERLEUKIN
662	846	BIRC2	CA3
662	1734	BIRC2	DAXX
662	13270	BIRC2	DOXORUBICIN
662	7275	BIRC2	TRADD
662	4392	BIRC2	NAIP
662	662	BIRC2	BIRC2
662	7162	BIRC2	TNF
662	5521	BIRC2	PTEN
662	7732	BIRC2	XIAP
662	6594	BIRC2	SOD1
662	7277	BIRC2	TRAF2
662	5902	BIRC2	RIPK1
662	7252	BIRC2	TP73
662	6271	BIRC2	SET
662	4200	BIRC2	MMP9
662	9737	BIRC2	NEUROBLASTOMA
662	2626	BIRC2	GAS1
662	13393	BIRC2	ESTROGEN
662	7276	BIRC2	TRAF1
662	7753	BIRC2	YAP1
662	1093	BIRC2	CD40
662	6614	BIRC2	SOX2
663	6271	BIRC3	SET
663	5068	BIRC3	PICALM
663	7252	BIRC3	TP73
663	4200	BIRC3	MMP9
663	7275	BIRC3	TRADD
663	7277	BIRC3	TRAF2
663	6614	BIRC3	SOX2
663	662	BIRC3	BIRC2
663	1734	BIRC3	DAXX
663	9737	BIRC3	NEUROBLASTOMA
663	2626	BIRC3	GAS1
663	846	BIRC3	CA3
663	13393	BIRC3	ESTROGEN
663	7753	BIRC3	YAP1
663	7036	BIRC3	TG
663	6594	BIRC3	SOD1
663	5831	BIRC3	REST
663	1093	BIRC3	CD40
663	7162	BIRC3	TNF
663	5902	BIRC3	RIPK1
663	5521	BIRC3	PTEN
663	7944	BIRC3	INTERLEUKIN
663	7276	BIRC3	TRAF1
663	4392	BIRC3	NAIP
663	7732	BIRC3	XIAP
664	7732	BIRC5	XIAP
664	600	BIRC5	BAX
664	664	BIRC5	BIRC5
664	370	BIRC5	ARF6
664	6271	BIRC5	SET
664	5706	BIRC5	RALA
664	503	BIRC5	ATOH1
664	6614	BIRC5	SOX2
664	183	BIRC5	AIP
664	2349	BIRC5	FAS
664	5179	BIRC5	PLK1
664	7944	BIRC5	INTERLEUKIN
665	665	BIRC6	BIRC6
665	600	BIRC6	BAX
665	7466	BIRC6	UBC
665	13007	BIRC6	CISPLATIN
665	6271	BIRC6	SET
666	4330	BIRC7	MYCN
666	6271	BIRC7	SET
666	4288	BIRC7	MTOR
666	7732	BIRC7	XIAP
666	4392	BIRC7	NAIP
666	13270	BIRC7	DOXORUBICIN
666	14097	BIRC7	MITOMYCIN
666	7939	BIRC7	MAPK
666	7162	BIRC7	TNF
667	6759	BLK	STAT4
667	6688	BLK	SREBF2
667	667	BLK	BLK
667	6684	BLK	SRC
667	621	BLK	BCL2
667	739	BLK	BTK
667	2558	BLK	FYN
667	7944	BLK	INTERLEUKIN
667	660	BLK	BIK
667	5059	BLK	PI3
667	497	BLK	ATG5
667	6271	BLK	SET
667	483	BLK	ATF3
667	3742	BLK	LCK
667	1092	BLK	CD4
667	7036	BLK	TG
667	7483	BLK	UBE2L3
667	4975	BLK	PDX1
667	2970	BLK	HCK
668	7006	BLM	TES
668	2340	BLM	FANCD2
668	706	BLM	BRCA1
668	4246	BLM	MSH2
668	4911	BLM	PCNA
668	668	BLM	BLM
668	6271	BLM	SET
668	11944	BLM	ATAXIA-TELANGIECTASIA
668	501	BLM	ATM
668	13683	BLM	HYDROXYUREA
668	5817	BLM	RECQL5
668	5831	BLM	REST
668	3147	BLM	HR
669	12847	BLMH	BLEOMYCIN
669	669	BLMH	BLMH
669	5831	BLMH	REST
669	668	BLMH	BLM
669	2645	BLMH	GC
669	3203	BLMH	HTT
669	7948	BLMH	HEPATOCYTES
670	670	BLNK	BLNK
670	6854	BLNK	SYK
670	636	BLNK	BCR
670	7252	BLNK	TP73
670	4200	BLNK	MMP9
670	739	BLNK	BTK
670	3896	BLNK	LYN
670	950	BLNK	CBL
670	6684	BLNK	SRC
670	5672	BLNK	RAC1
670	2841	BLNK	GRB2
670	3456	BLNK	ITK
670	6271	BLNK	SET
671	6545	BLOC1S1	SNAPIN
671	3218	BLOC1S1	ID2
671	4603	BLOC1S1	NOTCH1
671	6271	BLOC1S1	SET
671	3219	BLOC1S1	ID3
671	7367	BLOC1S1	TRRAP
672	5637	BLOC1S2	RAB32
672	5643	BLOC1S2	RAB38
672	5617	BLOC1S2	RAB11A
672	6271	BLOC1S2	SET
672	5831	BLOC1S2	REST
672	2645	BLOC1S2	GC
672	4306	BLOC1S2	MUTED
672	1967	BLOC1S2	DTNBP1
672	6545	BLOC1S2	SNAPIN
672	672	BLOC1S2	BLOC1S2
672	713	BLOC1S2	BRD7
672	2012	BLOC1S2	E2F3
672	846	BLOC1S2	CA3
672	1422	BLOC1S2	CNO
672	10071	BLOC1S2	RETINOBLASTOMA
673	4306	BLOC1S3	MUTED
673	6545	BLOC1S3	SNAPIN
673	673	BLOC1S3	BLOC1S3
673	14957	BLOC1S3	THYROID
673	9729	BLOC1S3	OBESITY
673	6271	BLOC1S3	SET
673	5831	BLOC1S3	REST
673	1967	BLOC1S3	DTNBP1
673	2645	BLOC1S3	GC
674	6271	BLZF1	SET
675	6271	BMF	SET
675	625	BMF	BCL2L11
675	3016	BMF	HHEX
675	1710	BMF	CYP2C9
675	694	BMF	BNIP3
675	675	BMF	BMF
675	573	BMF	BAD
675	600	BMF	BAX
675	621	BMF	BCL2
675	3095	BMF	HNF1A
675	6831	BMF	SULT2A1
675	7244	BMF	TP53
675	659	BMF	BID
675	3996	BMF	MAPK8
676	6360	BMI1	SHH
676	676	BMI1	BMI1
676	6271	BMI1	SET
677	6271	BMP1	SET
677	5831	BMP1	REST
677	2645	BMP1	GC
677	677	BMP1	BMP1
677	3434	BMP1	ITGA6
677	681	BMP1	BMP3
677	6496	BMP1	SMAD5
677	6492	BMP1	SMAD1
677	3280	BMP1	IHH
677	679	BMP1	BMP2
677	4197	BMP1	MMP3
677	689	BMP1	BMPR2
677	682	BMP1	BMP4
677	3001	BMP1	HES1
677	3823	BMP1	LOX
677	11670	BMP1	SCLEROSTEOSIS
677	3848	BMP1	LRP6
677	7005	BMP1	TERT
677	7111	BMP1	TLL1
677	684	BMP1	BMP7
678	6271	BMP15	SET
678	689	BMP15	BMPR2
678	2666	BMP15	GDF9
678	678	BMP15	BMP15
678	14518	BMP15	PROGESTERONE
678	688	BMP15	BMPR1B
678	5533	BMP15	PTGS2
678	13393	BMP15	ESTROGEN
678	4680	BMP15	NRIP1
678	683	BMP15	BMP6
678	3638	BMP15	KL
678	3636	BMP15	KIT
678	2645	BMP15	GC
679	679	BMP2	BMP2
679	3220	BMP2	ID4
679	2535	BMP2	FSHR
679	7618	BMP2	VEGFA
679	682	BMP2	BMP4
679	4587	BMP2	NOG
679	7628	BMP2	VIM
679	2545	BMP2	FURIN
679	6271	BMP2	SET
679	3264	BMP2	IGFBP3
679	10374	BMP2	HEMOCHROMATOSIS
679	5855	BMP2	RGMA
679	2879	BMP2	GSC
679	957	BMP2	CBS
679	6959	BMP2	TBX2
679	2631	BMP2	GATA1
679	4258	BMP2	MSX1
679	6621	BMP2	SOX9
679	6709	BMP2	SRY
679	4603	BMP2	NOTCH1
679	681	BMP2	BMP3
679	677	BMP2	BMP1
679	5232	BMP2	POLE
679	4259	BMP2	MSX2
679	684	BMP2	BMP7
679	2437	BMP2	FGF4
679	2192	BMP2	EPHA3
679	6079	BMP2	RUNX2
679	3218	BMP2	ID2
679	6360	BMP2	SHH
679	6496	BMP2	SMAD5
679	6492	BMP2	SMAD1
679	14518	BMP2	PROGESTERONE
680	325	BMP2K	APC
680	6271	BMP2K	SET
680	680	BMP2K	BMP2K
680	6709	BMP2K	SRY
680	4485	BMP2K	NELL1
680	5232	BMP2K	POLE
680	2444	BMP2K	FGFR1
680	2445	BMP2K	FGFR2
680	165	BMP2K	AGTR2
680	6684	BMP2K	SRC
680	5831	BMP2K	REST
680	2645	BMP2K	GC
680	8255	BMP2K	OSTEOPOROSIS
680	679	BMP2K	BMP2
680	5416	BMP2K	PRKG2
681	3095	BMP3	HNF1A
681	684	BMP3	BMP7
681	2518	BMP3	FOXP1
681	10222	BMP3	OSTEOSARCOMA
681	677	BMP3	BMP1
681	6493	BMP3	SMAD2
681	681	BMP3	BMP3
682	682	BMP4	BMP4
682	679	BMP4	BMP2
683	683	BMP6	BMP6
683	6271	BMP6	SET
683	353	BMP6	APP
683	6492	BMP6	SMAD1
683	684	BMP6	BMP7
683	679	BMP6	BMP2
683	4259	BMP6	MSX2
683	2437	BMP6	FGF4
683	2308	BMP6	F9
683	7945	BMP6	IL-6
683	7939	BMP6	MAPK
683	1625	BMP6	CTGF
683	5973	BMP6	RPE
683	6360	BMP6	SHH
684	6492	BMP7	SMAD1
684	6672	BMP7	SPRY2
684	7013	BMP7	TF
684	6398	BMP7	SIX3
684	2430	BMP7	FGF10
684	6819	BMP7	STXBP6
684	2232	BMP7	ERG
684	1198	BMP7	CDK6
684	679	BMP7	BMP2
684	684	BMP7	BMP7
684	4324	BMP7	MYC
684	683	BMP7	BMP6
684	6271	BMP7	SET
684	682	BMP7	BMP4
684	7352	BMP7	TRPC1
684	6079	BMP7	RUNX2
684	8255	BMP7	OSTEOPOROSIS
684	13393	BMP7	ESTROGEN
684	7716	BMP7	WT1
684	2437	BMP7	FGF4
684	4259	BMP7	MSX2
684	6360	BMP7	SHH
685	6271	BMP8B	SET
685	6684	BMP8B	SRC
685	1092	BMP8B	CD4
685	1112	BMP8B	CD80
685	682	BMP8B	BMP4
685	685	BMP8B	BMP8B
685	2518	BMP8B	FOXP1
685	684	BMP8B	BMP7
685	4485	BMP8B	NELL1
685	2661	BMP8B	GDF11
685	6495	BMP8B	SMAD4
686	686	BMPER	BMPER
686	2631	BMPER	GATA1
686	6271	BMPER	SET
686	683	BMPER	BMP6
686	6496	BMPER	SMAD5
686	2436	BMPER	FGF3
686	1455	BMPER	COL1A2
686	6079	BMPER	RUNX2
686	682	BMPER	BMP4
686	679	BMPER	BMP2
686	3848	BMPER	LRP6
686	11670	BMPER	SCLEROSTEOSIS
686	6360	BMPER	SHH
686	684	BMPER	BMP7
686	6492	BMPER	SMAD1
686	2645	BMPER	GC
686	5831	BMPER	REST
687	6271	BMPR1A	SET
687	228	BMPR1A	ALK
687	2645	BMPR1A	GC
